Mod:Item:MetaData, Localized Name
industrialupgrade:fluidchlorum, iu.fluidchlorum.name
industrialupgrade:fluidfluor, iu.fluidfluor.name
industrialupgrade:fluidbromine, iu.fluidbromine.name
industrialupgrade:fluidiodine, iu.fluidiodine.name
industrialupgrade:fluiduu_matter, iu.fluiduu_matter.name
industrialupgrade:fluidconstruction_foam, iu.fluidconstruction_foam.name
industrialupgrade:fluidcoolant, iu.fluidcoolant.name
industrialupgrade:fluidhot_coolant, iu.fluidhot_coolant.name
industrialupgrade:fluidpahoehoe_lava, iu.fluidpahoehoe_lava.name
industrialupgrade:fluidbiomass, iu.fluidbiomass.name
industrialupgrade:fluidbiogas, iu.fluidbiogas.name
industrialupgrade:fluiddistilled_water, iu.fluiddistilled_water.name
industrialupgrade:fluidsuperheated_steam, iu.fluidsuperheated_steam.name
industrialupgrade:fluidsteam, iu.fluidsteam.name
industrialupgrade:fluidhot_water, iu.fluidhot_water.name
industrialupgrade:fluidair, iu.fluidair.name
industrialupgrade:fluidwater, iu.fluidwater.name
industrialupgrade:fluidlava, iu.fluidlava.name
industrialupgrade:baseore1:0, Литиевая песчаная руда
industrialupgrade:baseore1:1, Бериллиевая землянная руда
industrialupgrade:baseore1:2, Боровая гравиевая руда
industrialupgrade:baseore1:3, Осмиевая руда
industrialupgrade:baseore1:4, Танталиевая руда
industrialupgrade:baseore1:5, Кадмиевая руда
industrialupgrade:machines:0, §6Улучшенная солнечная панель
industrialupgrade:machines:1, §3Гибридная солнечная панель
industrialupgrade:machines:2, §9Совершенная гибридная солнечная панель
industrialupgrade:machines:3, §2Квантовая солнечная панель
industrialupgrade:machines:4, §eСпектральная солнечная панель
industrialupgrade:machines:5, §5Протонная солнечная панель
industrialupgrade:machines:6, §8Сингулярная солнечная панель
industrialupgrade:machines:7, §cДифракционная солнечная панель
industrialupgrade:machines:8, §aФотонная солнечная панель
industrialupgrade:machines:9, §9Нейтронная солнечная панель
industrialupgrade:machines:10, §fБарионная солнечная панель
industrialupgrade:machines:11, §eАдронная солнечная панель
industrialupgrade:machines:12, §bГравитонная солнечная панель
industrialupgrade:machines:13, §8Кварковая солнечная панель
industrialupgrade:wiring_storage:0, §eУлучшенное МФСУ
industrialupgrade:wiring_storage:0, §eУлучшенное МФСУ
industrialupgrade:wiring_storage:1, §bПродвинутое МФСУ
industrialupgrade:wiring_storage:1, §bПродвинутое МФСУ
industrialupgrade:wiring_storage:2, Энергохранилище
industrialupgrade:wiring_storage:2, Энергохранилище
industrialupgrade:wiring_storage:3, МФЭ
industrialupgrade:wiring_storage:3, МФЭ
industrialupgrade:wiring_storage:4, МФСУ
industrialupgrade:wiring_storage:4, МФСУ
industrialupgrade:wiring_storage:5, МЭСН
industrialupgrade:wiring_storage:5, МЭСН
industrialupgrade:wiring_storage:6, Совершенное МФСУ
industrialupgrade:wiring_storage:6, Совершенное МФСУ
industrialupgrade:wiring_storage:7, Барионное МФСУ
industrialupgrade:wiring_storage:7, Барионное МФСУ
industrialupgrade:wiring_storage:8, Адронное МФСУ
industrialupgrade:wiring_storage:8, Адронное МФСУ
industrialupgrade:wiring_storage:9, Гравитонное МФСУ
industrialupgrade:wiring_storage:9, Гравитонное МФСУ
industrialupgrade:wiring_storage:10, Кварковое МФСУ
industrialupgrade:wiring_storage:10, Кварковое МФСУ
industrialupgrade:wiring_chargepad:0, Заряжающая плита (Улучшенное МФСУ)
industrialupgrade:wiring_chargepad:0, Заряжающая плита (Улучшенное МФСУ)
industrialupgrade:wiring_chargepad:1, Заряжающая плита (Продвинутое МФСУ)
industrialupgrade:wiring_chargepad:1, Заряжающая плита (Продвинутое МФСУ)
industrialupgrade:wiring_chargepad:2, Заряжающая плита (Энергохранилище)
industrialupgrade:wiring_chargepad:2, Заряжающая плита (Энергохранилище)
industrialupgrade:wiring_chargepad:3, Заряжающая плита (МЭСН)
industrialupgrade:wiring_chargepad:3, Заряжающая плита (МЭСН)
industrialupgrade:wiring_chargepad:4, Заряжающая плита (МФЭ)
industrialupgrade:wiring_chargepad:4, Заряжающая плита (МФЭ)
industrialupgrade:wiring_chargepad:5, Заряжающая плита (МФСУ)
industrialupgrade:wiring_chargepad:5, Заряжающая плита (МФСУ)
industrialupgrade:wiring_chargepad:6, Заряжающая плита (Совершенное МФСУ)
industrialupgrade:wiring_chargepad:6, Заряжающая плита (Совершенное МФСУ)
industrialupgrade:wiring_chargepad:7, Заряжающая плита (Барионное МФСУ)
industrialupgrade:wiring_chargepad:7, Заряжающая плита (Барионное МФСУ)
industrialupgrade:wiring_chargepad:8, Заряжающая плита (Адронное МФСУ)
industrialupgrade:wiring_chargepad:8, Заряжающая плита (Адронное МФСУ)
industrialupgrade:wiring_chargepad:9, Заряжающая плита (Гравитонное МФСУ)
industrialupgrade:wiring_chargepad:9, Заряжающая плита (Гравитонное МФСУ)
industrialupgrade:wiring_chargepad:10, Заряжающая плита (Кварковое МФСУ)
industrialupgrade:wiring_chargepad:10, Заряжающая плита (Кварковое МФСУ)
industrialupgrade:moremachine:0, Улучшенный дробитель
industrialupgrade:moremachine:1, Продвинутый дробитель
industrialupgrade:moremachine:2, Совершенный дробитель
industrialupgrade:moremachine:3, Улучшенный сжиматель
industrialupgrade:moremachine:4, Продвинутый сжиматель
industrialupgrade:moremachine:5, Совершенный сжиматель
industrialupgrade:moremachine:6, Улучшенная электрическая печь
industrialupgrade:moremachine:7, Продвинутая электрическая печь
industrialupgrade:moremachine:8, Совершенная электрическая печь
industrialupgrade:moremachine:9, Улучшенный экстрактор
industrialupgrade:moremachine:10, Продвинутый экстрактор
industrialupgrade:moremachine:11, Совершенный экстрактор
industrialupgrade:moremachine1:0, Улучшенный утилизатор
industrialupgrade:moremachine1:1, Продвинутый утилизатор
industrialupgrade:moremachine1:2, Совершенный утилизатор
industrialupgrade:moremachine1:3, Улучшенный комбинированный утилизатор
industrialupgrade:moremachine1:4, Продвинутый комбинированный утилизатор
industrialupgrade:moremachine1:5, Совершенный комбинированный утилизатор
industrialupgrade:moremachine1:6, Комбинированный дробитель
industrialupgrade:moremachine1:7, Улучшенный комбинированный дробитель
industrialupgrade:moremachine1:8, Продвинутый комбинированный дробитель
industrialupgrade:moremachine1:9, Совершенный комбинированный дробитель
industrialupgrade:moremachine2:0, Прокатный станок
industrialupgrade:moremachine2:1, Улучшенный прокатный станок
industrialupgrade:moremachine2:2, Продвинутый прокатный станок
industrialupgrade:moremachine2:3, Совершенный прокатный станок
industrialupgrade:moremachine2:4, Экструдер
industrialupgrade:moremachine2:5, Улучшенный экструдер
industrialupgrade:moremachine2:6, Продвинутый экструдер
industrialupgrade:moremachine2:7, Совершенный экструдер
industrialupgrade:moremachine2:8, Режущий автомат
industrialupgrade:moremachine2:9, Улучшенный режущий автомат
industrialupgrade:moremachine2:10, Продвинутый режущий автомат
industrialupgrade:moremachine2:11, Совершенный режущий автомат
industrialupgrade:moremachine3:0, Автономная ферма
industrialupgrade:moremachine3:1, Улучшенная автономная ферма
industrialupgrade:moremachine3:2, Продвинутая автономная ферма
industrialupgrade:moremachine3:3, Совершенная автономная ферма
industrialupgrade:moremachine3:4, Сборщик утильсырья
